day,material,temperature,burner_power
2011-08-07,170556,255.5,98.0
2011-08-08,146361,254.5,52.0
2011-08-09,204699,226.5,61.0
2011-08-10,191378,292.5,61.0
2011-08-11,132821,317.0,41.0
2011-08-12,222326,300.5,91.0
2011-08-13,205819,320.0,85.0
2011-08-14,200001,320.0,58.0
2011-08-15,127086,320.0,74.0
2011-08-16,241685,320.0,83.0
2011-08-17,207400,304.5,61.0
2011-08-18,197476,298.5,67.0
2011-08-19,151246,294.5,45.0
2011-08-20,103702,297.0,43.0
2011-08-21,268789,241.0,49.0
2011-08-22,148813,254.5,92.0
2011-08-23,140412,254.5,50.0
2011-08-24,228790,311.0,42.0
2011-08-25,176032,312.5,57.0
2011-08-26,284754,237.5,90.0
2011-08-27,174213,320.0,81.0
2011-08-28,219986,240.0,48.0
2011-08-29,152105,320.0,72.0
2011-08-30,257473,314.5,62.0
2011-08-31,242580,268.0,60.0
2011-09-01,208072,239.0,80.0
2011-09-02,106899,216.5,42.0
2011-09-03,100922,262.5,62.0
2011-09-04,136509,237.0,71.0
2011-09-05,257618,226.0,83.0
2011-09-06,210777,241.0,76.0
2011-09-07,188330,235.5,59.0
2011-09-08,107102,307.0,81.0
2011-09-09,153473,242.0,42.0
2011-09-10,263777,320.0,64.0
2011-09-11,226845,320.0,71.0
2011-09-12,121267,320.0,91.0
2011-09-13,193405,271.0,42.0
2011-09-14,172709,214.5,71.0
2011-09-15,150626,291.5,77.0
2011-09-16,165271,244.0,42.0
2011-09-17,177224,320.0,80.0
2011-09-18,210544,278.0,56.0
2011-09-19,252391,229.0,98.0
2011-09-20,196168,320.0,77.0
2011-09-21,215927,253.0,94.0
2011-09-22,234522,318.0,64.0
2011-09-23,123190,239.0,61.0
2011-09-24,171209,262.0,90.0
2011-09-25,252326,229.5,72.0
2011-09-26,294680,250.0,57.0
2011-09-27,125139,268.0,91.0
2011-09-28,215367,278.5,81.0
2011-09-29,131743,222.0,61.0
2011-09-30,218420,223.5,65.0
2011-10-01,116018,237.5,76.0
2011-10-02,214144,242.0,54.0
2011-10-03,155776,260.5,85.0
2011-10-04,204027,274.5,83.0
2011-10-05,214476,320.0,95.0
2011-10-06,124570,320.0,70.0
2011-10-07,297476,238.0,45.0
2011-10-08,261234,259.5,92.0
2011-10-09,186166,223.0,48.0
2011-10-10,208002,320.0,98.0
2011-10-11,195135,304.5,91.0
2011-10-12,116050,250.0,79.0
2011-10-13,258204,222.5,88.0
2011-10-14,135918,241.5,92.0
2011-10-15,267431,248.0,95.0
2011-10-16,100523,258.0,71.0
2011-10-17,257375,307.5,94.0
2011-10-18,154986,320.0,98.0
2011-10-19,121818,320.0,79.0
2011-10-20,158537,232.0,46.0
2011-10-21,180854,320.0,75.0
2011-10-22,101058,288.5,88.0
2011-10-23,260170,252.0,71.0
2011-10-24,124500,250.0,65.0
2011-10-25,144102,303.5,82.0
2011-10-26,176931,320.0,97.0
2011-10-27,255515,277.0,91.0
2011-10-28,291436,215.5,46.0
2011-10-29,232775,254.5,59.0
2011-10-30,296821,320.0,88.0
2011-10-31,252345,255.5,48.0
2011-11-01,296352,320.0,76.0
2011-11-02,144962,222.0,51.0
2011-11-03,134173,217.0,41.0
2011-11-04,229985,320.0,75.0
2011-11-05,135371,244.0,59.0
2011-11-06,299333,316.0,45.0
2011-11-07,276110,266.5,88.0
2011-11-08,199801,237.5,45.0
2011-11-09,112074,213.5,60.0
2011-11-10,111763,279.5,68.0
2011-11-11,103764,320.0,91.0
2011-11-12,247911,320.0,84.0
2011-11-13,121597,252.0,59.0
2011-11-14,278177,290.0,83.0
2011-11-15,218807,247.5,69.0
2011-11-16,204793,260.0,98.0
2011-11-17,278070,294.5,98.0
2011-11-18,195312,307.0,46.0
2011-11-19,159072,304.0,54.0
2011-11-20,170130,244.5,59.0
2011-11-21,142947,267.5,62.0
2011-11-22,253030,275.5,94.0
2011-11-23,146132,239.0,71.0
2011-11-24,140512,286.0,95.0
2011-11-25,146856,319.0,79.0
2011-11-26,254392,220.5,84.0
2011-11-27,285414,303.0,53.0
2011-11-28,191467,281.5,77.0
2011-11-29,202206,320.0,98.0
2011-11-30,224149,288.5,83.0
2011-12-01,297733,240.0,63.0
2011-12-02,177639,233.5,63.0
2011-12-03,216249,285.0,50.0
2011-12-04,159827,319.0,92.0
2011-12-05,180517,286.5,98.0
2011-12-06,136773,247.5,58.0
2011-12-07,285220,320.0,48.0
2011-12-08,289180,227.0,57.0
2011-12-09,236959,280.0,78.0
2011-12-10,275038,275.5,60.0
2011-12-11,208330,320.0,79.0
2011-12-12,197273,320.0,65.0
2011-12-13,168620,242.5,97.0
2011-12-14,119216,295.0,63.0
2011-12-15,181081,221.5,71.0
2011-12-16,181477,320.0,59.0
2011-12-17,101803,281.5,60.0
2011-12-18,226934,320.0,49.0
2011-12-19,102410,216.5,42.0
2011-12-20,132039,320.0,88.0
2011-12-21,269216,246.0,65.0
2011-12-22,280632,277.5,52.0
2011-12-23,299536,264.0,51.0
2011-12-24,158231,239.5,61.0
2011-12-25,203640,244.0,86.0
2011-12-26,123516,320.0,66.0
2011-12-27,273464,288.5,94.0
2011-12-28,269727,274.5,64.0
2011-12-29,242206,320.0,68.0
2011-12-30,113406,229.5,52.0
2011-12-31,200985,259.5,83.0
2012-01-01,212564,249.0,56.0
2012-01-02,174094,312.5,71.0
2012-01-03,222814,243.0,92.0
2012-01-04,130190,241.5,98.0
2012-01-05,213455,320.0,96.0
2012-01-06,268584,320.0,87.0
2012-01-07,207108,256.0,98.0
2012-01-08,155988,308.0,60.0
2012-01-09,171886,238.0,72.0
2012-01-10,179676,320.0,81.0
2012-01-11,105860,272.5,74.0
2012-01-12,240091,227.0,62.0
2012-01-13,150641,320.0,76.0
2012-01-14,240219,320.0,76.0
2012-01-15,212595,283.0,96.0
2012-01-16,298744,271.0,73.0
2012-01-17,202499,284.5,89.0
2012-01-18,277394,320.0,94.0
2012-01-19,177633,320.0,98.0
2012-01-20,166646,248.5,63.0
2012-01-21,171468,273.0,78.0
2012-01-22,203160,320.0,47.0
2012-01-23,284527,209.5,50.0
2012-01-24,283328,262.0,43.0
2012-01-25,103405,260.5,74.0
2012-01-26,191777,265.0,86.0
2012-01-27,193699,259.0,50.0
2012-01-28,174151,320.0,46.0
2012-01-29,150622,226.5,83.0
2012-01-30,206558,320.0,63.0
2012-01-31,283908,311.0,61.0
2012-02-01,238214,285.5,85.0
2012-02-02,257979,320.0,76.0
2012-02-03,154202,230.5,77.0
2012-02-04,171266,290.5,65.0
2012-02-05,166925,245.5,73.0
2012-02-06,119887,289.5,62.0
2012-02-07,233017,233.0,84.0
2012-02-08,199664,320.0,98.0
2012-02-09,267152,315.5,88.0
2012-02-10,213865,250.0,58.0
2012-02-11,143673,226.0,65.0
2012-02-12,275552,320.0,73.0
2012-02-13,140437,285.5,96.0
2012-02-14,215792,255.0,54.0
2012-02-15,189834,320.0,92.0
2012-02-16,163076,259.0,46.0
2012-02-17,275511,293.0,95.0
2012-02-18,174993,225.5,67.0
2012-02-19,222733,320.0,65.0
2012-02-20,184517,317.5,55.0
2012-02-21,257124,218.0,47.0
2012-02-22,153078,242.5,69.0
2012-02-23,136796,294.0,89.0
2012-02-24,168858,280.0,96.0
2012-02-25,177105,317.5,89.0
2012-02-26,195969,264.0,84.0
2012-02-27,195707,320.0,93.0
2012-02-28,283623,320.0,93.0
2012-02-29,159097,285.0,94.0
2012-03-01,232517,320.0,95.0
2012-03-02,151103,255.5,51.0
2012-03-03,153988,320.0,66.0
2012-03-04,191386,320.0,86.0
2012-03-05,102993,319.5,80.0
2012-03-06,241231,223.5,49.0
2012-03-07,159016,320.0,98.0
2012-03-08,265650,320.0,97.0
2012-03-09,115316,302.5,80.0
2012-03-10,246457,215.0,44.0
2012-03-11,165959,257.0,64.0
2012-03-12,193672,284.5,61.0
2012-03-13,113521,256.5,62.0
2012-03-14,198920,320.0,62.0
2012-03-15,201991,320.0,58.0
2012-03-16,261818,227.5,58.0
2012-03-17,235605,320.0,76.0
2012-03-18,111375,218.0,43.0
2012-03-19,249464,275.5,79.0
2012-03-20,216927,241.0,54.0
2012-03-21,109471,320.0,98.0
2012-03-22,165535,307.5,65.0
2012-03-23,129150,224.0,53.0
2012-03-24,243987,313.5,77.0
2012-03-25,247897,320.0,81.0
2012-03-26,260833,274.5,88.0
2012-03-27,115978,262.0,53.0
2012-03-28,240114,256.5,77.0
2012-03-29,266469,252.0,85.0
2012-03-30,126213,320.0,94.0
2012-03-31,204083,307.5,69.0
2012-04-01,217794,285.5,77.0
2012-04-02,275317,294.5,98.0
2012-04-03,201348,269.0,62.0
2012-04-04,147192,263.0,91.0
2012-04-05,108798,320.0,83.0
2012-04-06,259425,235.5,90.0
2012-04-07,276344,320.0,71.0
2012-04-08,165901,255.0,86.0
2012-04-09,253391,312.5,52.0
2012-04-10,272548,235.0,87.0
2012-04-11,159456,221.0,70.0
2012-04-12,183364,320.0,85.0
2012-04-13,136412,248.0,98.0
2012-04-14,226642,285.5,71.0
2012-04-15,176983,253.0,86.0
2012-04-16,133236,250.0,63.0
2012-04-17,230884,320.0,70.0
2012-04-18,212389,316.0,86.0
2012-04-19,218222,320.0,81.0
2012-04-20,133814,248.5,92.0
2012-04-21,198255,317.0,70.0
2012-04-22,194291,320.0,77.0
2012-04-23,154092,237.0,48.0
2012-04-24,294877,259.0,85.0
2012-04-25,163655,292.0,80.0
2012-04-26,225728,320.0,83.0
2012-04-27,107865,242.0,79.0
2012-04-28,287732,320.0,86.0
2012-04-29,272436,320.0,87.0
2012-04-30,127066,263.0,91.0
2012-05-01,145514,303.5,92.0
2012-05-02,271211,269.0,79.0
2012-05-03,238133,274.0,42.0
2012-05-04,200604,277.0,42.0
2012-05-05,223585,252.5,89.0
2012-05-06,243885,320.0,98.0
2012-05-07,239051,276.5,57.0
2012-05-08,190947,261.0,46.0
2012-05-09,106365,320.0,88.0
2012-05-10,240297,320.0,98.0
2012-05-11,264406,250.0,73.0
2012-05-12,252408,309.5,88.0
2012-05-13,127319,320.0,72.0
2012-05-14,262276,237.5,62.0
2012-05-15,154906,229.0,92.0
2012-05-16,240087,261.5,75.0
2012-05-17,284504,299.5,62.0
2012-05-18,237492,314.5,63.0
2012-05-19,148549,259.5,98.0
2012-05-20,148957,306.0,71.0
2012-05-21,251534,257.5,72.0
2012-05-22,298099,263.0,69.0
2012-05-23,177608,320.0,74.0
2012-05-24,240670,262.0,58.0
2012-05-25,194787,288.5,57.0
2012-05-26,245027,300.0,78.0
2012-05-27,296052,294.5,58.0
2012-05-28,242246,209.0,48.0
2012-05-29,211705,275.0,72.0
2012-05-30,115529,257.5,98.0
2012-05-31,263564,283.5,90.0
2012-06-01,169111,310.0,62.0
2012-06-02,241634,258.5,71.0
2012-06-03,215257,266.0,82.0
2012-06-04,120123,228.5,62.0
2012-06-05,235662,306.5,73.0
2012-06-06,239507,235.5,45.0
2012-06-07,123781,304.5,44.0
2012-06-08,226010,320.0,46.0
2012-06-09,232216,293.5,87.0
2012-06-10,110396,228.0,61.0
2012-06-11,166492,290.0,44.0
2012-06-12,192387,298.5,53.0
2012-06-13,291279,316.0,55.0
2012-06-14,115257,225.5,78.0
2012-06-15,254058,309.0,51.0
2012-06-16,292743,247.0,65.0
2012-06-17,293992,303.5,86.0
2012-06-18,240753,253.0,82.0
2012-06-19,111481,296.5,96.0
2012-06-20,125351,266.0,53.0
2012-06-21,161363,284.0,68.0
2012-06-22,289725,294.0,69.0
2012-06-23,196423,320.0,94.0
2012-06-24,116809,208.5,58.0
2012-06-25,214452,230.5,81.0
2012-06-26,101313,283.5,96.0
2012-06-27,212241,209.5,45.0
2012-06-28,100120,320.0,46.0
2012-06-29,191388,262.5,65.0
2012-06-30,130218,305.0,89.0
2012-07-01,206060,258.5,87.0
2012-07-02,285903,257.5,82.0
2012-07-03,298018,287.5,84.0
2012-07-04,199040,226.0,84.0
2012-07-05,219768,277.5,93.0
2012-07-06,266291,299.0,89.0
2012-07-07,192561,320.0,95.0
2012-07-08,166007,218.0,78.0
2012-07-09,251150,293.0,53.0
2012-07-10,107124,238.0,93.0
2012-07-11,280282,257.0,47.0
2012-07-12,217732,274.5,65.0
2012-07-13,166956,267.0,58.0
2012-07-14,142668,320.0,95.0
2012-07-15,250351,240.5,56.0
2012-07-16,172101,308.0,86.0
2012-07-17,153656,280.5,89.0
2012-07-18,101709,279.5,44.0
2012-07-19,157524,245.0,68.0
2012-07-20,284148,241.0,77.0
2012-07-21,289306,255.0,91.0
2012-07-22,164188,301.5,93.0
2012-07-23,108583,288.0,83.0
2012-07-24,257550,312.0,87.0
2012-07-25,122791,249.0,43.0
2012-07-26,281028,293.5,56.0
2012-07-27,131855,269.0,63.0
2012-07-28,285993,216.0,55.0
2012-07-29,154469,233.5,51.0
2012-07-30,121785,229.0,57.0
2012-07-31,194753,295.5,45.0
2012-08-01,253044,279.0,43.0
2012-08-02,274656,320.0,98.0
2012-08-03,185075,260.0,54.0
2012-08-04,107625,241.0,75.0
2012-08-05,127774,226.0,41.0
2012-08-06,242423,238.5,63.0
2012-08-07,101853,292.0,69.0
2012-08-08,177626,320.0,97.0
2012-08-09,187666,238.5,43.0
2012-08-10,283321,236.0,69.0
2012-08-11,251674,294.0,43.0
2012-08-12,242250,268.5,63.0
2012-08-13,256368,291.0,65.0
2012-08-14,203313,272.5,93.0
2012-08-15,108232,227.0,75.0
2012-08-16,132081,320.0,83.0
2012-08-17,291994,230.5,76.0
2012-08-18,164765,264.5,67.0
2012-08-19,286085,232.5,50.0
2012-08-20,264265,208.5,54.0
2012-08-21,199750,227.5,87.0
2012-08-22,250732,277.5,64.0
2012-08-23,215910,239.0,96.0
2012-08-24,289720,319.0,65.0
2012-08-25,213102,203.5,49.0
2012-08-26,259941,254.5,76.0
2012-08-27,260777,320.0,70.0
2012-08-28,190149,320.0,98.0
2012-08-29,220166,243.5,49.0
2012-08-30,253483,320.0,81.0
2012-08-31,289337,271.0,49.0
2012-09-01,246515,320.0,82.0
2012-09-02,168986,241.5,67.0
2012-09-03,126519,217.5,44.0
2012-09-04,134226,288.0,49.0
2012-09-05,235801,320.0,87.0
2012-09-06,179728,320.0,56.0
2012-09-07,228810,291.0,60.0
2012-09-08,155721,281.5,49.0
2012-09-09,275079,320.0,61.0
2012-09-10,295959,236.5,62.0
2012-09-11,182730,320.0,80.0
2012-09-12,147166,250.0,71.0
2012-09-13,254567,290.0,57.0
2012-09-14,275067,285.5,98.0
2012-09-15,293149,217.5,58.0
2012-09-16,213438,255.0,46.0
2012-09-17,151030,320.0,72.0
2012-09-18,207805,310.0,76.0
2012-09-19,184000,320.0,90.0
2012-09-20,172130,286.5,53.0
2012-09-21,199503,220.5,59.0
2012-09-22,208783,267.5,89.0
2012-09-23,292920,320.0,96.0
2012-09-24,229398,214.5,51.0
2012-09-25,236846,320.0,79.0
2012-09-26,211106,277.5,75.0
2012-09-27,195427,320.0,55.0
2012-09-28,274625,278.5,80.0
2012-09-29,217546,320.0,59.0
2012-09-30,216004,320.0,78.0
2012-10-01,288544,227.5,72.0
2012-10-02,285240,303.0,93.0
2012-10-03,256722,290.5,86.0
2012-10-04,188358,320.0,66.0
2012-10-05,288215,320.0,97.0
2012-10-06,203037,320.0,98.0
2012-10-07,150447,255.5,81.0
2012-10-08,175671,308.5,43.0
2012-10-09,146776,320.0,92.0
2012-10-10,213629,217.5,77.0
2012-10-11,122288,320.0,79.0
2012-10-12,241650,320.0,97.0
2012-10-13,255297,320.0,92.0
2012-10-14,202646,235.0,90.0
2012-10-15,245795,270.5,85.0
2012-10-16,132314,263.0,83.0
2012-10-17,283142,230.0,93.0
2012-10-18,257753,320.0,76.0
2012-10-19,224564,232.0,76.0
2012-10-20,192994,229.0,80.0
2012-10-21,246942,320.0,73.0
2012-10-22,147164,217.0,47.0
2012-10-23,297171,294.0,71.0
2012-10-24,279928,320.0,87.0
2012-10-25,166816,320.0,93.0
2012-10-26,262573,233.5,56.0
2012-10-27,217478,276.0,94.0
2012-10-28,256697,320.0,88.0
2012-10-29,109307,320.0,81.0
2012-10-30,180175,244.5,63.0
2012-10-31,110565,316.5,98.0
2012-11-01,216733,252.0,62.0
2012-11-02,132691,319.0,59.0
2012-11-03,127062,227.5,64.0
2012-11-04,126061,287.0,45.0
2012-11-05,236717,317.5,69.0
2012-11-06,291554,308.0,67.0
2012-11-07,242840,282.0,54.0
2012-11-08,209225,272.5,71.0
2012-11-09,192218,320.0,70.0
2012-11-10,104077,295.0,63.0
2012-11-11,176340,222.5,51.0
2012-11-12,226848,320.0,79.0
2012-11-13,103513,301.0,59.0
2012-11-14,155292,282.0,76.0
2012-11-15,184494,209.5,57.0
2012-11-16,279556,306.0,69.0
2012-11-17,205607,311.5,53.0
2012-11-18,289232,272.5,60.0
2012-11-19,148236,285.0,69.0
2012-11-20,266449,320.0,88.0
2012-11-21,200868,320.0,61.0
2012-11-22,275248,283.0,59.0
2012-11-23,263065,293.0,61.0
2012-11-24,111071,231.0,93.0
2012-11-25,119304,320.0,92.0
2012-11-26,144214,251.0,97.0
2012-11-27,118976,320.0,65.0
2012-11-28,268917,295.5,48.0
2012-11-29,166204,263.0,98.0
2012-11-30,271675,246.5,60.0
2012-12-01,192025,284.0,98.0
2012-12-02,110417,319.0,87.0
2012-12-03,194078,284.5,69.0
2012-12-04,165284,288.0,58.0
2012-12-05,268708,314.5,64.0
2012-12-06,255615,240.0,73.0
2012-12-07,114274,276.5,96.0
2012-12-08,122238,290.0,85.0
2012-12-09,155627,320.0,43.0
2012-12-10,266602,269.5,46.0
2012-12-11,105314,320.0,81.0
2012-12-12,254188,280.0,91.0
2012-12-13,119924,256.0,49.0
2012-12-14,265513,261.0,71.0
2012-12-15,135578,255.0,55.0
2012-12-16,259155,320.0,89.0
2012-12-17,125222,242.5,78.0
2012-12-18,141470,310.0,57.0
2012-12-19,179391,320.0,51.0
2012-12-20,112298,286.0,95.0
2012-12-21,121168,320.0,42.0
2012-12-22,113256,272.5,62.0
2012-12-23,168825,303.5,49.0
2012-12-24,154885,320.0,50.0
2012-12-25,112623,320.0,95.0
2012-12-26,249018,320.0,67.0
2012-12-27,162277,252.5,67.0
2012-12-28,294770,320.0,77.0
2012-12-29,165444,268.5,51.0
2012-12-30,117445,244.5,76.0
2012-12-31,201970,320.0,66.0
2013-01-01,147938,320.0,87.0
2013-01-02,286607,291.5,68.0
2013-01-03,245576,305.5,43.0
2013-01-04,179081,308.0,48.0
2013-01-05,122656,320.0,58.0
2013-01-06,161760,256.0,78.0
2013-01-07,109097,320.0,67.0
2013-01-08,136670,320.0,79.0
2013-01-09,241233,320.0,90.0
2013-01-10,101539,254.5,52.0
2013-01-11,150309,312.0,48.0
2013-01-12,201201,314.0,44.0
2013-01-13,224178,237.5,53.0
2013-01-14,297323,320.0,78.0
2013-01-15,173333,320.0,63.0
2013-01-16,231180,222.5,87.0
2013-01-17,187209,233.0,54.0
2013-01-18,261452,275.5,92.0
2013-01-19,295218,320.0,61.0
2013-01-20,157295,320.0,86.0
2013-01-21,160092,272.5,65.0
2013-01-22,258119,320.0,83.0
2013-01-23,210976,296.5,47.0
2013-01-24,187333,287.5,65.0
2013-01-25,132903,243.0,51.0
2013-01-26,199839,232.0,44.0
2013-01-27,288299,259.5,88.0
2013-01-28,155940,243.0,50.0
2013-01-29,191846,320.0,98.0
2013-01-30,109766,320.0,71.0
2013-01-31,104988,320.0,56.0
2013-02-01,154056,320.0,85.0
2013-02-02,245222,320.0,81.0
2013-02-03,275056,320.0,97.0
2013-02-04,145904,319.0,65.0
2013-02-05,130432,226.0,41.0
2013-02-06,215704,320.0,93.0
2013-02-07,187452,263.5,75.0
2013-02-08,285316,262.5,64.0
2013-02-09,193088,259.0,88.0
2013-02-10,294544,281.0,91.0
2013-02-11,112552,320.0,89.0
2013-02-12,288181,276.0,85.0
2013-02-13,204498,283.5,95.0
2013-02-14,207928,320.0,84.0
2013-02-15,284720,320.0,82.0
2013-02-16,111349,316.5,76.0
2013-02-17,120746,268.5,70.0
2013-02-18,190272,303.0,80.0
2013-02-19,131112,306.0,85.0
2013-02-20,159877,320.0,63.0
2013-02-21,105851,320.0,66.0
2013-02-22,251290,232.5,80.0
2013-02-23,277197,275.0,55.0
2013-02-24,142644,252.5,98.0
2013-02-25,157812,224.5,63.0
2013-02-26,299373,227.0,67.0
2013-02-27,245570,316.5,65.0
2013-02-28,117968,282.0,75.0
2013-03-01,101998,257.5,94.0
2013-03-02,248071,320.0,87.0
2013-03-03,172491,259.5,73.0
2013-03-04,245613,289.0,86.0
2013-03-05,100228,291.5,94.0
2013-03-06,216193,306.0,46.0
2013-03-07,150704,256.5,75.0
2013-03-08,121561,320.0,47.0
2013-03-09,152741,247.0,88.0
2013-03-10,234113,310.5,73.0
2013-03-11,288127,240.0,69.0
2013-03-12,151510,266.0,98.0
2013-03-13,240608,259.0,62.0
2013-03-14,143424,320.0,73.0
2013-03-15,184447,288.0,48.0
2013-03-16,288162,258.5,46.0
2013-03-17,235658,283.0,58.0
2013-03-18,216891,228.0,92.0
2013-03-19,206583,320.0,88.0
2013-03-20,185826,319.0,98.0
2013-03-21,158311,315.0,98.0
2013-03-22,141005,278.0,65.0
2013-03-23,232756,268.0,48.0
2013-03-24,126304,320.0,71.0
2013-03-25,223527,225.5,43.0
2013-03-26,264632,313.5,76.0
2013-03-27,198497,276.5,85.0
2013-03-28,239875,290.0,98.0
2013-03-29,175070,229.0,48.0
2013-03-30,175870,320.0,66.0
2013-03-31,221250,297.0,74.0
2013-04-01,204668,320.0,49.0
2013-04-02,150065,234.0,84.0
2013-04-03,270755,254.0,45.0
2013-04-04,227321,320.0,52.0
2013-04-05,175925,315.5,91.0
2013-04-06,133467,294.5,42.0
2013-04-07,100646,306.0,75.0
2013-04-08,183645,300.0,44.0
2013-04-09,207580,320.0,73.0
2013-04-10,215594,320.0,72.0
2013-04-11,151918,264.0,76.0
2013-04-12,144012,224.0,87.0
2013-04-13,266953,320.0,72.0
2013-04-14,261447,213.0,53.0
2013-04-15,157077,249.0,54.0
2013-04-16,203283,244.5,67.0
2013-04-17,229469,320.0,62.0
2013-04-18,260154,320.0,97.0
2013-04-19,157043,320.0,50.0
2013-04-20,252180,263.0,51.0
2013-04-21,193825,257.0,72.0
2013-04-22,231283,219.0,80.0
2013-04-23,151534,250.5,51.0
2013-04-24,173225,250.5,79.0
2013-04-25,209375,320.0,98.0
2013-04-26,285836,320.0,62.0
2013-04-27,290783,308.5,58.0
2013-04-28,234307,230.0,62.0
2013-04-29,144387,320.0,56.0
2013-04-30,175912,308.5,98.0
2013-05-01,208250,222.0,56.0
2013-05-02,107736,320.0,91.0
2013-05-03,266259,320.0,62.0
2013-05-04,157517,289.5,87.0
2013-05-05,139757,320.0,91.0
2013-05-06,295773,281.0,93.0
2013-05-07,110969,320.0,65.0
2013-05-08,123054,276.0,41.0
2013-05-09,201872,312.5,98.0
2013-05-10,285485,256.5,66.0
2013-05-11,188634,237.0,82.0
2013-05-12,296971,286.5,98.0
2013-05-13,114588,249.0,93.0
2013-05-14,130280,290.0,67.0
2013-05-15,215430,312.5,69.0
2013-05-16,264915,254.0,85.0
2013-05-17,213422,277.0,82.0
2013-05-18,145678,290.5,76.0
2013-05-19,272189,251.0,79.0
2013-05-20,242559,235.5,49.0
2013-05-21,141054,220.5,52.0
2013-05-22,101288,221.0,77.0
2013-05-23,104715,241.5,70.0
2013-05-24,192610,320.0,98.0
2013-05-25,106200,259.5,62.0
2013-05-26,261103,255.0,59.0
2013-05-27,219224,320.0,85.0
2013-05-28,143996,205.0,47.0
2013-05-29,251394,221.0,63.0
2013-05-30,126282,320.0,91.0
2013-05-31,119558,224.0,65.0
2013-06-01,171013,320.0,77.0
2013-06-02,249720,288.5,91.0
2013-06-03,186277,219.0,58.0
2013-06-04,200238,236.0,84.0
2013-06-05,261464,294.0,67.0
2013-06-06,252802,284.5,90.0
2013-06-07,269355,269.5,70.0
2013-06-08,134034,314.5,46.0
2013-06-09,260332,320.0,74.0
2013-06-10,246618,243.5,67.0
2013-06-11,168539,267.5,49.0
2013-06-12,106592,251.0,73.0
2013-06-13,147037,303.0,85.0
2013-06-14,265730,247.5,68.0
2013-06-15,222873,257.0,64.0
2013-06-16,125152,297.5,56.0
2013-06-17,222937,320.0,78.0
2013-06-18,269855,313.5,90.0
2013-06-19,108836,283.5,56.0
2013-06-20,152580,309.5,95.0
2013-06-21,164901,293.5,89.0
2013-06-22,264574,311.0,85.0
2013-06-23,193435,279.0,92.0
2013-06-24,226002,288.5,85.0
2013-06-25,130079,320.0,65.0
2013-06-26,168778,264.0,88.0
2013-06-27,238672,274.5,55.0
2013-06-28,297421,285.5,66.0
2013-06-29,214959,320.0,83.0
2013-06-30,200581,320.0,98.0
2013-07-01,282505,255.5,92.0
2013-07-02,154389,260.0,86.0
2013-07-03,130428,245.0,93.0
2013-07-04,257275,304.0,85.0
2013-07-05,144539,308.0,59.0
2013-07-06,287885,223.5,60.0
2013-07-07,201559,285.0,84.0
2013-07-08,266781,274.0,51.0
2013-07-09,149825,224.5,62.0
2013-07-10,114603,236.0,77.0
2013-07-11,124539,258.5,54.0
2013-07-12,199597,249.0,90.0
2013-07-13,237607,310.5,81.0
2013-07-14,148536,320.0,76.0
2013-07-15,244483,266.0,58.0
2013-07-16,124146,256.5,78.0
2013-07-17,282638,320.0,98.0
2013-07-18,257992,247.5,56.0
2013-07-19,134487,291.5,74.0
2013-07-20,229601,290.5,53.0
2013-07-21,289674,320.0,43.0
2013-07-22,146363,320.0,55.0
2013-07-23,176687,307.5,85.0
2013-07-24,180169,320.0,66.0
2013-07-25,214637,282.5,69.0
2013-07-26,126118,266.0,61.0
2013-07-27,127872,307.0,71.0
2013-07-28,281724,236.0,57.0
2013-07-29,107992,320.0,85.0
2013-07-30,210772,320.0,72.0
2013-07-31,179182,238.0,58.0
2013-08-01,127014,234.0,41.0
2013-08-02,235713,283.5,93.0
2013-08-03,100383,300.0,89.0
2013-08-04,277914,306.5,86.0
2013-08-05,216606,282.0,46.0
2013-08-06,261838,289.0,47.0
2013-08-07,125114,289.0,59.0
2013-08-08,105171,302.5,76.0
2013-08-09,232256,298.0,60.0
2013-08-10,247132,219.5,43.0
2013-08-11,265678,320.0,76.0
2013-08-12,152319,287.0,86.0
2013-08-13,104743,300.0,61.0
2013-08-14,248263,226.5,69.0
2013-08-15,254817,256.0,95.0
2013-08-16,134405,264.5,82.0
2013-08-17,188731,236.5,53.0
2013-08-18,142918,217.0,73.0
2013-08-19,208077,320.0,81.0
2013-08-20,252215,269.5,50.0
2013-08-21,161708,225.5,93.0
2013-08-22,133417,226.5,94.0
2013-08-23,233277,230.5,83.0
2013-08-24,216893,228.5,67.0
2013-08-25,175789,221.5,63.0
2013-08-26,215287,249.0,96.0
2013-08-27,224696,283.5,83.0
2013-08-28,289065,285.0,75.0
2013-08-29,262884,290.0,89.0
2013-08-30,150616,314.5,51.0
2013-08-31,105835,241.5,86.0
2013-09-01,294902,290.5,84.0
2013-09-02,204636,272.0,84.0
2013-09-03,189752,258.5,49.0
2013-09-04,105733,320.0,98.0
2013-09-05,120584,234.5,90.0
2013-09-06,239752,320.0,86.0
2013-09-07,227541,313.5,57.0
2013-09-08,103938,242.0,73.0
2013-09-09,236110,282.5,97.0
2013-09-10,172698,312.0,66.0
2013-09-11,164141,320.0,56.0
2013-09-12,232620,320.0,62.0
2013-09-13,260969,320.0,67.0
2013-09-14,241742,214.0,64.0
2013-09-15,206781,315.0,76.0
2013-09-16,155564,255.0,96.0
2013-09-17,228695,320.0,73.0
2013-09-18,224962,282.0,44.0
2013-09-19,230106,297.0,92.0
2013-09-20,128348,316.0,91.0
2013-09-21,184625,306.0,98.0
